L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_4657,23-12-2018 20:55,1,3,41,13,11235,0,7,24-12-2018 05:55,6,24-12-2018 07:33,56,1,1,1
LM_4658,28-12-2018 20:50,1,10,37,13,10016,2,30,29-12-2018 05:50,8,28-12-2018 22:37,22,2,2,1
LM_4659,30-11-2018 14:26,1,2,27,13,11232,0,7,30-11-2018 23:26,8,30-11-2018 18:18,29,1,1,1
LM_4660,22-12-2018 20:53,1,2,31,13,11419,0,43,23-12-2018 05:53,2,23-12-2018 00:45,39,3,3,1
LM_4661,18-12-2018 09:47,1,2,31,13,11368,0,11,18-12-2018 18:47,2,18-12-2018 11:19,19,3,3,1
LM_4662,17-12-2018 23:53,1,2,27,13,11412,0,41,18-12-2018 08:53,8,18-12-2018 02:57,51,3,3,1
LM_4663,14-12-2018 00:42,1,14,22,13,11357,0,47,14-12-2018 09:42,7,14-12-2018 09:14,31,3,3,1
LM_4664,03-12-2018 19:45,1,2,27,13,11214,0,7,04-12-2018 04:45,4,04-12-2018 01:15,45,1,1,1
LM_4665,10-12-2018 00:07,1,2,27,13,11436,0,23,10-12-2018 09:07,6,10-12-2018 03:04,51,3,3,1
LM_4666,02-12-2018 08:25,1,2,31,13,10466,0,6,02-12-2018 17:25,10,04-12-2018 01:24,48,0,0,1
LM_4667,30-11-2018 15:22,1,2,27,13,11207,0,7,01-12-2018 00:22,6,30-11-2018 19:52,21,1,1,1
LM_4668,23-12-2018 13:28,1,10,34,13,10034,0,30,23-12-2018 22:28,7,23-12-2018 15:53,50,2,2,1
LM_4669,23-12-2018 12:58,1,10,30,13,11226,0,7,23-12-2018 21:58,4,24-12-2018 19:38,54,1,1,1
LM_4670,05-12-2018 08:02,1,10,2,13,11206,0,7,05-12-2018 17:02,6,05-12-2018 12:48,12,1,1,1
LM_4671,07-12-2018 15:06,1,3,41,13,11356,1,10,08-12-2018 00:06,7,07-12-2018 16:58,31,3,3,1
LM_4672,24-12-2018 00:28,1,14,23,13,11233,0,7,24-12-2018 09:28,4,24-12-2018 03:37,12,1,1,1
LM_4673,22-12-2018 09:20,1,3,41,13,11236,0,7,22-12-2018 18:20,6,22-12-2018 16:53,59,1,1,1
LM_4674,11-12-2018 00:14,1,14,22,13,10026,0,30,11-12-2018 09:14,8,11-12-2018 06:24,42,2,2,1
LM_4675,22-10-2018 00:09,1,14,23,13,,4,31,22-10-2018 09:09,12,,0,5,5,0
LM_4676,07-12-2018 20:52,1,10,10,13,11414,2,21,08-12-2018 05:52,6,07-12-2018 23:24,43,3,3,1
LM_4677,12-12-2018 02:02,1,11,22,12,11216,0,7,12-12-2018 11:02,7,12-12-2018 03:07,12,1,1,1
LM_4678,04-12-2018 02:27,1,10,14,13,10014,2,30,04-12-2018 11:27,8,04-12-2018 03:49,8,2,2,1
LM_4679,14-12-2018 00:10,1,2,27,13,11365,0,18,14-12-2018 09:10,6,14-12-2018 05:11,35,3,3,1
LM_4680,30-08-2018 09:36,1,3,41,13,,4,31,30-08-2018 18:36,12,,0,5,5,2
LM_4681,29-12-2018 12:21,1,3,41,13,11377,0,49,29-12-2018 21:21,8,30-12-2018 00:21,9,3,3,1
LM_4682,06-12-2018 19:48,1,15,6,13,10003,0,30,07-12-2018 04:48,6,06-12-2018 21:30,22,2,2,1
LM_4683,10-12-2018 09:53,1,10,15,13,10458,2,6,10-12-2018 18:53,4,10-12-2018 18:41,24,0,0,1
LM_4684,20-12-2018 19:15,1,2,27,13,11418,0,37,21-12-2018 04:15,4,21-12-2018 02:26,39,3,3,1
LM_4685,09-07-2018 20:07,1,2,31,13,,4,31,10-07-2018 05:07,13,,0,5,5,0
LM_4686,26-12-2018 22:25,1,11,22,0,10034,0,30,27-12-2018 07:25,7,27-12-2018 02:05,50,2,2,1
LM_4687,14-12-2018 07:46,1,2,27,13,11413,2,44,14-12-2018 16:46,8,14-12-2018 21:25,51,3,3,1
LM_4688,10-12-2018 12:29,1,10,15,13,11203,0,7,10-12-2018 21:29,2,10-12-2018 14:35,58,1,1,1
LM_4689,20-12-2018 14:37,1,2,27,13,11413,0,44,20-12-2018 23:37,7,20-12-2018 17:05,51,3,3,1
LM_4690,28-12-2018 11:31,1,3,41,13,11218,0,7,28-12-2018 20:31,6,28-12-2018 15:20,29,1,1,1
LM_4691,04-12-2018 02:13,1,10,34,13,10464,2,6,04-12-2018 11:13,8,04-12-2018 09:40,40,0,0,1
LM_4692,11-12-2018 09:02,1,2,31,13,10469,0,6,11-12-2018 18:02,4,11-12-2018 23:03,48,0,0,1
LM_4693,14-12-2018 10:39,1,3,41,13,11423,2,20,14-12-2018 19:39,10,14-12-2018 19:25,51,3,3,1
LM_4694,29-12-2018 13:39,1,2,27,13,11204,0,7,29-12-2018 22:39,10,29-12-2018 14:49,45,1,1,1
LM_4695,02-12-2018 18:34,1,10,10,13,11102,0,1,03-12-2018 03:34,6,02-12-2018 19:42,4,3,3,1
LM_4696,16-12-2018 23:07,1,10,10,13,11378,1,27,17-12-2018 08:07,8,17-12-2018 00:42,23,3,3,1
LM_4697,12-12-2018 01:48,1,14,22,13,11211,2,7,12-12-2018 10:48,8,12-12-2018 03:05,2,1,1,1
LM_4698,11-12-2018 16:39,1,14,23,13,10033,2,30,12-12-2018 01:39,7,12-12-2018 12:46,50,2,2,1
LM_4699,16-12-2018 17:52,1,3,41,13,10302,0,45,17-12-2018 02:52,7,17-12-2018 00:09,5,4,4,1
LM_4700,27-12-2018 16:06,1,8,25,13,10023,0,30,28-12-2018 01:06,6,27-12-2018 20:52,30,2,2,1
LM_4701,20-12-2018 07:52,1,11,22,12,11213,0,7,20-12-2018 16:52,6,20-12-2018 09:33,33,1,1,1
LM_4702,11-12-2018 02:50,1,2,27,13,10465,0,6,11-12-2018 11:50,8,11-12-2018 08:01,40,0,0,1
LM_4703,06-06-2018 13:41,1,10,10,13,,4,31,06-06-2018 22:41,12,,0,5,5,2
LM_4704,29-12-2018 19:05,1,2,31,13,11420,0,42,30-12-2018 04:05,8,30-12-2018 01:06,43,3,3,1
LM_4705,12-12-2018 00:23,1,14,22,13,10031,2,30,12-12-2018 09:23,8,12-12-2018 03:55,38,2,2,1
LM_4706,21-12-2018 22:32,1,15,6,13,10029,0,30,22-12-2018 07:32,4,22-12-2018 00:35,46,2,2,1
LM_4707,29-12-2018 11:59,1,18,11,13,10036,2,30,29-12-2018 20:59,7,29-12-2018 13:06,22,2,2,1
LM_4708,16-12-2018 08:27,1,2,27,13,10458,0,6,16-12-2018 17:27,2,16-12-2018 10:57,28,0,0,1
LM_4709,12-12-2018 11:35,1,10,34,13,11230,0,7,12-12-2018 20:35,4,12-12-2018 16:59,49,1,1,1
LM_4710,20-12-2018 08:46,1,2,31,13,11226,0,7,20-12-2018 17:46,4,21-12-2018 09:59,54,1,1,1
LM_4711,29-12-2018 11:02,1,10,34,13,11429,0,35,29-12-2018 20:02,8,29-12-2018 13:41,53,3,3,1
LM_4712,17-12-2018 17:34,1,10,15,13,10027,2,30,18-12-2018 02:34,7,18-12-2018 00:28,42,2,2,1
LM_4713,04-12-2018 02:36,1,11,22,0,10468,2,6,04-12-2018 11:36,6,04-12-2018 05:54,28,0,0,1
LM_4714,16-12-2018 07:06,1,10,2,13,11210,0,7,16-12-2018 16:06,4,16-12-2018 22:15,54,1,1,1
LM_4715,08-12-2018 12:09,1,10,34,13,11223,0,7,08-12-2018 21:09,4,08-12-2018 17:07,56,1,1,1
LM_4716,05-12-2018 22:34,1,11,1,0,10027,0,30,06-12-2018 07:34,8,06-12-2018 01:02,42,2,2,1
LM_4717,25-12-2018 22:29,1,14,22,13,11419,2,43,26-12-2018 07:29,6,25-12-2018 23:50,43,3,3,1
LM_4718,22-12-2018 12:22,1,2,27,13,11214,0,7,22-12-2018 21:22,10,22-12-2018 15:06,45,1,1,1
LM_4719,06-12-2018 20:43,1,2,27,13,11104,0,46,07-12-2018 05:43,8,07-12-2018 02:21,9,3,3,1
LM_4720,25-07-2018 02:12,1,14,22,13,,4,31,25-07-2018 11:12,12,,0,5,5,0
LM_4721,01-12-2018 09:32,1,2,31,13,11211,0,7,01-12-2018 18:32,8,01-12-2018 16:27,2,1,1,1
LM_4722,02-12-2018 20:18,1,2,27,13,11373,0,13,03-12-2018 05:18,7,02-12-2018 23:42,19,3,3,1
LM_4723,17-12-2018 10:21,1,2,27,13,11211,2,7,17-12-2018 19:21,2,17-12-2018 12:40,2,1,1,1
LM_4724,07-12-2018 16:41,1,2,31,13,11217,0,7,08-12-2018 01:41,6,07-12-2018 18:58,25,1,1,1
LM_4725,24-12-2018 15:40,1,10,34,13,10021,0,30,25-12-2018 00:40,4,24-12-2018 19:24,34,2,2,1
LM_4726,19-12-2018 01:41,1,11,22,12,10034,0,30,19-12-2018 10:41,7,19-12-2018 05:20,50,2,2,1
LM_4727,03-12-2018 20:56,1,10,2,13,11385,0,38,04-12-2018 05:56,2,04-12-2018 06:32,23,3,3,1
LM_4728,27-12-2018 11:02,1,3,41,13,10469,2,6,27-12-2018 20:02,10,27-12-2018 18:41,48,0,0,1
LM_4729,02-12-2018 14:25,1,10,15,13,11232,0,7,02-12-2018 23:25,8,02-12-2018 17:18,29,1,1,1
LM_4730,25-07-2018 02:02,1,2,31,13,,4,31,25-07-2018 11:02,13,,0,5,5,0
LM_4731,05-12-2018 16:54,1,3,41,13,11356,0,10,06-12-2018 01:54,6,05-12-2018 22:37,31,3,3,1
LM_4732,30-10-2018 11:52,1,10,14,13,,4,31,30-10-2018 20:52,12,,0,5,5,0
LM_4733,15-12-2018 14:33,1,2,27,13,11357,0,47,15-12-2018 23:33,4,15-12-2018 16:34,31,3,3,1
LM_4734,16-05-2018 02:51,1,2,27,13,,4,31,16-05-2018 11:51,13,,0,5,5,0
LM_4735,04-12-2018 18:16,1,2,31,13,10460,0,6,05-12-2018 03:16,4,04-12-2018 23:03,36,0,0,1
LM_4736,23-12-2018 15:48,1,20,39,12,10019,2,30,24-12-2018 00:48,8,24-12-2018 00:46,22,2,2,1
LM_4737,04-12-2018 10:08,1,2,27,13,11385,0,38,04-12-2018 19:08,2,04-12-2018 12:23,23,3,3,1
LM_4738,28-12-2018 21:46,1,10,3,13,11385,0,38,29-12-2018 06:46,7,29-12-2018 00:32,23,3,3,1
LM_4739,29-12-2018 01:53,1,10,2,13,10462,0,6,29-12-2018 10:53,2,29-12-2018 06:01,44,0,0,1
LM_4740,04-10-2018 22:20,1,14,22,13,,4,31,05-10-2018 07:20,12,,0,5,5,0
LM_4741,26-12-2018 01:24,1,10,2,13,11236,0,7,26-12-2018 10:24,8,26-12-2018 04:57,59,1,1,1
LM_4742,11-12-2018 20:37,1,3,41,13,10301,1,45,12-12-2018 05:37,6,12-12-2018 01:27,5,4,4,1
LM_4743,31-12-2018 00:07,1,10,34,13,10002,0,30,31-12-2018 09:07,4,31-12-2018 08:15,13,2,2,1
LM_4744,16-12-2018 08:38,1,2,27,13,11377,0,49,16-12-2018 17:38,2,16-12-2018 10:58,9,3,3,1
LM_4745,10-12-2018 14:48,1,3,41,13,11234,0,7,10-12-2018 23:48,10,10-12-2018 15:55,59,1,1,1
LM_4746,05-12-2018 14:03,1,2,27,13,10473,0,6,05-12-2018 23:03,4,05-12-2018 19:06,36,0,0,1
LM_4747,04-12-2018 08:33,1,10,34,13,11208,0,7,04-12-2018 17:33,2,04-12-2018 11:00,21,1,1,1
LM_4748,04-12-2018 15:03,1,2,27,13,11102,0,1,05-12-2018 00:03,2,04-12-2018 16:47,4,3,3,1
LM_4749,29-12-2018 09:48,1,3,41,13,11423,0,20,29-12-2018 18:48,10,29-12-2018 22:35,51,3,3,1
LM_4750,04-12-2018 08:51,1,10,34,13,10033,2,30,04-12-2018 17:51,7,04-12-2018 10:23,50,2,2,1
LM_4751,06-11-2018 23:25,1,11,22,0,,4,31,07-11-2018 08:25,12,,0,5,5,2
LM_4752,25-12-2018 17:24,1,10,34,13,10024,0,30,26-12-2018 02:24,4,25-12-2018 21:12,30,2,2,1
LM_4753,22-12-2018 18:48,1,11,23,12,10472,0,6,23-12-2018 03:48,8,22-12-2018 21:59,36,0,0,1
LM_4754,14-12-2018 09:46,1,10,34,13,11378,0,27,14-12-2018 18:46,7,14-12-2018 12:16,23,3,3,1
LM_4755,14-12-2018 15:40,1,10,3,13,11230,0,7,15-12-2018 00:40,6,14-12-2018 17:08,49,1,1,1
LM_4756,06-12-2018 11:34,1,8,25,12,10016,0,30,06-12-2018 20:34,8,06-12-2018 17:14,22,2,2,1
LM_4757,22-12-2018 09:24,1,10,2,13,10005,0,30,22-12-2018 18:24,7,22-12-2018 10:47,3,2,2,1
LM_4758,21-12-2018 21:18,1,10,3,13,10033,0,30,22-12-2018 06:18,4,22-12-2018 02:07,50,2,2,1
LM_4759,07-12-2018 19:47,1,2,27,13,10466,0,6,08-12-2018 04:47,7,08-12-2018 11:21,48,0,0,1
LM_4760,22-12-2018 00:45,1,2,27,13,11368,0,11,22-12-2018 09:45,8,22-12-2018 05:34,19,3,3,1
LM_4761,24-12-2018 00:18,1,17,40,13,10312,0,45,24-12-2018 09:18,6,24-12-2018 02:02,15,4,4,1
LM_4762,04-12-2018 19:22,1,2,27,13,11106,0,1,05-12-2018 04:22,2,04-12-2018 23:10,4,3,3,1
LM_4763,03-12-2018 18:16,1,18,9,13,10023,2,30,04-12-2018 03:16,7,03-12-2018 21:27,30,2,2,1
LM_4764,24-12-2018 21:21,1,2,27,13,11226,0,7,25-12-2018 06:21,4,25-12-2018 00:16,58,1,1,1
LM_4765,07-11-2018 12:46,1,3,41,13,,4,31,07-11-2018 21:46,12,,0,5,5,2
LM_4766,28-12-2018 11:16,1,10,34,13,10457,0,6,28-12-2018 20:16,4,28-12-2018 16:13,16,0,0,1
LM_4767,14-12-2018 18:19,1,10,34,13,11366,0,18,15-12-2018 03:19,8,14-12-2018 20:07,35,3,3,1
LM_4768,24-12-2018 00:04,1,3,41,13,11229,0,7,24-12-2018 09:04,10,24-12-2018 02:13,56,1,1,1
LM_4769,19-12-2018 17:15,1,2,31,13,11102,0,1,20-12-2018 02:15,2,19-12-2018 18:33,4,3,3,1
LM_4770,03-12-2018 02:16,1,15,6,13,11421,0,48,03-12-2018 11:16,6,03-12-2018 11:31,39,3,3,1
LM_4771,19-12-2018 05:55,1,10,10,13,,4,31,19-12-2018 14:55,12,,0,5,5,2
LM_4772,13-12-2018 17:51,1,0,26,10,11225,0,7,14-12-2018 02:51,7,14-12-2018 04:17,37,1,1,1
LM_4773,25-12-2018 11:26,1,2,27,13,11105,0,1,25-12-2018 20:26,2,25-12-2018 14:52,4,3,3,1
LM_4774,21-12-2018 01:39,1,2,27,13,11232,0,7,21-12-2018 10:39,4,21-12-2018 07:13,49,1,1,1
LM_4775,19-12-2018 13:43,1,11,1,12,11217,0,7,19-12-2018 22:43,4,19-12-2018 15:44,25,1,1,1
LM_4776,30-12-2018 11:05,1,2,27,13,11234,0,7,30-12-2018 20:05,2,30-12-2018 19:40,59,1,1,1
LM_4777,12-12-2018 05:31,1,14,22,13,10027,0,30,12-12-2018 14:31,8,12-12-2018 09:35,42,2,2,1
LM_4778,29-12-2018 01:46,1,10,30,13,10065,0,30,29-12-2018 10:46,15,29-12-2018 09:51,34,2,2,1
LM_4779,08-12-2018 21:12,1,10,10,13,10304,0,45,09-12-2018 06:12,6,09-12-2018 09:06,5,4,4,1
LM_4780,09-12-2018 18:41,1,10,37,13,10002,0,30,10-12-2018 03:41,8,10-12-2018 04:15,13,2,2,1
LM_4781,09-08-2018 19:21,1,10,34,13,,4,31,10-08-2018 04:21,12,,0,5,5,2
LM_4782,13-12-2018 15:15,1,2,27,13,10301,0,45,14-12-2018 00:15,8,14-12-2018 07:58,5,4,4,1
LM_4783,14-12-2018 00:05,1,11,1,0,11221,0,7,14-12-2018 09:05,8,14-12-2018 01:37,12,1,1,1
LM_4784,26-12-2018 17:49,1,10,2,13,11385,0,38,27-12-2018 02:49,6,27-12-2018 05:21,23,3,3,1
LM_4785,02-12-2018 22:27,1,11,1,0,10027,0,30,03-12-2018 07:27,7,03-12-2018 01:23,42,2,2,1
LM_4786,26-08-2018 19:40,1,10,34,13,,4,31,27-08-2018 04:40,12,,0,5,5,2
LM_4787,18-12-2018 19:47,1,11,22,12,11221,0,7,19-12-2018 04:47,8,18-12-2018 21:01,17,1,1,1
LM_4788,11-12-2018 04:03,1,2,27,13,11373,0,13,11-12-2018 13:03,4,11-12-2018 05:31,19,3,3,1
LM_4789,08-12-2018 14:02,1,10,3,13,10014,0,30,08-12-2018 23:02,4,08-12-2018 16:21,8,2,2,1
LM_4790,05-12-2018 12:53,1,20,20,10,10007,2,30,05-12-2018 21:53,7,05-12-2018 15:07,3,2,2,1
LM_4791,30-12-2018 12:10,1,20,20,13,10012,0,30,30-12-2018 21:10,7,30-12-2018 13:19,8,2,2,1
LM_4792,24-06-2018 03:43,1,14,22,13,,4,31,24-06-2018 12:43,12,,0,5,5,0
LM_4793,05-12-2018 02:27,1,15,6,13,10012,2,30,05-12-2018 11:27,4,05-12-2018 09:59,8,2,2,1
LM_4794,16-12-2018 15:18,1,10,34,13,10460,0,6,17-12-2018 00:18,6,17-12-2018 02:19,11,0,0,1
LM_4795,14-12-2018 21:32,1,15,17,13,10303,0,45,15-12-2018 06:32,4,15-12-2018 00:46,5,4,4,1
LM_4796,29-12-2018 08:22,1,10,3,13,11223,0,7,29-12-2018 17:22,6,29-12-2018 11:06,52,1,1,1
LM_4797,02-12-2018 00:37,1,2,27,13,10472,0,6,02-12-2018 09:37,2,02-12-2018 03:55,36,0,0,1
LM_4798,09-12-2018 10:17,1,2,31,13,11104,0,46,09-12-2018 19:17,2,09-12-2018 12:35,9,3,3,1
LM_4799,18-12-2018 00:55,1,2,27,13,11421,0,48,18-12-2018 09:55,4,18-12-2018 09:04,39,3,3,1
LM_4800,18-12-2018 18:04,1,14,23,13,10029,3,30,19-12-2018 03:04,8,19-12-2018 01:20,3,2,2,1
LM_4801,28-12-2018 23:22,1,10,10,13,11385,0,38,29-12-2018 08:22,10,29-12-2018 02:16,23,3,3,1
LM_4802,05-11-2018 06:46,1,11,6,12,,4,31,05-11-2018 15:46,12,,0,5,5,2
LM_4803,11-12-2018 00:24,1,2,27,13,11236,0,7,11-12-2018 09:24,8,11-12-2018 05:30,59,1,1,1
LM_4804,04-12-2018 18:55,1,2,27,13,11224,0,7,05-12-2018 03:55,4,05-12-2018 05:27,52,1,1,1
LM_4805,08-12-2018 22:42,1,10,3,13,10306,0,45,09-12-2018 07:42,7,09-12-2018 00:26,15,4,4,1
LM_4806,07-12-2018 15:39,1,2,31,13,11355,0,16,08-12-2018 00:39,4,08-12-2018 01:19,31,3,3,1
LM_4807,19-12-2018 12:05,1,2,27,13,11204,1,7,19-12-2018 21:05,8,19-12-2018 13:43,45,1,1,1
LM_4808,12-12-2018 00:36,1,14,22,13,10031,2,30,12-12-2018 09:36,8,12-12-2018 03:55,38,2,2,1
LM_4809,04-12-2018 02:38,1,2,27,13,11378,0,27,04-12-2018 11:38,2,04-12-2018 11:11,23,3,3,1
LM_4810,12-12-2018 22:07,1,11,22,12,10001,0,30,13-12-2018 07:07,8,13-12-2018 01:13,22,2,2,1
LM_4811,16-12-2018 09:56,1,3,41,13,11207,0,7,16-12-2018 18:56,4,16-12-2018 12:09,21,1,1,1
LM_4812,26-12-2018 16:27,1,10,34,13,10027,2,30,27-12-2018 01:27,8,26-12-2018 18:54,38,2,2,1
LM_4813,24-12-2018 21:51,1,2,31,13,11234,0,7,25-12-2018 06:51,4,25-12-2018 07:01,59,1,1,1
LM_4814,12-12-2018 07:32,1,10,34,13,11235,0,7,12-12-2018 16:32,2,12-12-2018 12:40,56,1,1,1
LM_4815,21-12-2018 01:50,1,2,27,13,11221,0,7,21-12-2018 10:50,2,21-12-2018 04:00,12,1,1,1
LM_4816,29-12-2018 22:11,1,8,25,12,11201,0,7,30-12-2018 07:11,7,30-12-2018 00:47,7,1,1,1
LM_4817,12-12-2018 15:29,1,2,27,13,11235,0,7,13-12-2018 00:29,7,12-12-2018 17:04,52,1,1,1
LM_4818,04-12-2018 11:19,1,10,2,13,11249,0,7,04-12-2018 20:19,8,04-12-2018 18:09,2,1,1,1
LM_4819,08-12-2018 19:31,1,10,10,13,10305,2,45,09-12-2018 04:31,4,08-12-2018 22:05,66,4,4,1
LM_4820,18-12-2018 01:00,1,10,30,13,10314,0,45,18-12-2018 10:00,6,18-12-2018 10:09,10,4,4,1
LM_4821,05-12-2018 00:22,1,10,15,13,10024,2,30,05-12-2018 09:22,4,05-12-2018 03:21,30,2,2,1
LM_4822,22-12-2018 17:14,1,10,34,13,11420,0,42,23-12-2018 02:14,7,23-12-2018 00:26,43,3,3,1
LM_4823,24-12-2018 00:07,1,10,2,13,10307,0,45,24-12-2018 09:07,8,24-12-2018 08:55,15,4,4,1
LM_4824,16-12-2018 04:13,1,3,41,13,11419,0,43,16-12-2018 13:13,10,18-12-2018 10:36,39,3,3,1
LM_4825,02-12-2018 01:37,1,10,3,13,11368,0,11,02-12-2018 10:37,8,02-12-2018 03:37,19,3,3,1
LM_4826,26-12-2018 11:27,1,2,27,13,11203,0,7,26-12-2018 20:27,4,26-12-2018 14:20,37,1,1,1
LM_4827,13-04-2018 01:26,1,14,23,13,,4,31,13-04-2018 10:26,12,,0,5,5,2
LM_4828,24-12-2018 17:39,1,10,15,13,10451,2,6,25-12-2018 02:39,7,24-12-2018 19:44,1,0,0,1
LM_4829,13-12-2018 10:05,1,18,9,13,11234,0,7,13-12-2018 19:05,4,13-12-2018 16:05,59,1,1,1
LM_4830,08-12-2018 20:28,1,10,15,13,10463,0,6,09-12-2018 05:28,6,09-12-2018 00:59,32,0,0,1
LM_4831,09-12-2018 23:56,1,11,22,12,10001,2,30,10-12-2018 08:56,8,10-12-2018 01:15,18,2,2,1
LM_4832,10-12-2018 23:58,1,12,1,5,11215,2,7,11-12-2018 08:58,8,11-12-2018 01:28,25,1,1,1
LM_4833,11-12-2018 20:41,1,0,26,10,10033,0,30,12-12-2018 05:41,8,13-12-2018 01:03,50,2,2,1
LM_4834,09-12-2018 23:29,1,3,41,13,10029,1,30,10-12-2018 08:29,8,10-12-2018 01:33,46,2,2,1
LM_4835,19-12-2018 02:07,1,11,22,12,11232,0,7,19-12-2018 11:07,8,19-12-2018 09:55,29,1,1,1
LM_4836,05-12-2018 00:28,1,2,27,13,11213,0,7,05-12-2018 09:28,4,05-12-2018 04:48,33,1,1,1
LM_4837,29-12-2018 08:15,1,2,27,13,11230,0,7,29-12-2018 17:15,8,29-12-2018 21:49,54,1,1,1
LM_4838,29-12-2018 00:21,1,2,27,13,11219,0,7,29-12-2018 09:21,2,29-12-2018 05:09,49,1,1,1
LM_4839,02-12-2018 09:55,1,2,27,13,11373,0,13,02-12-2018 18:55,2,02-12-2018 13:12,19,3,3,1
LM_4840,13-12-2018 08:42,1,2,27,13,11368,0,11,13-12-2018 17:42,7,13-12-2018 16:48,19,3,3,1
LM_4841,24-12-2018 08:53,1,2,27,13,10469,0,6,24-12-2018 17:53,7,24-12-2018 10:31,44,0,0,1
LM_4842,18-12-2018 19:54,1,2,27,13,11221,0,7,19-12-2018 04:54,4,19-12-2018 00:19,17,1,1,1
LM_4843,28-12-2018 01:28,1,2,27,13,11213,0,7,28-12-2018 10:28,8,28-12-2018 04:44,37,1,1,1
LM_4844,01-12-2018 03:16,1,10,10,13,11375,0,17,01-12-2018 12:16,6,01-12-2018 07:10,27,3,3,1
LM_4845,20-12-2018 22:30,1,2,27,13,11220,0,7,21-12-2018 07:30,8,21-12-2018 02:04,29,1,1,1
LM_4846,13-12-2018 14:39,1,2,27,13,11237,0,7,13-12-2018 23:39,4,13-12-2018 18:45,17,1,1,1
LM_4847,14-12-2018 17:37,1,3,41,13,10301,0,45,15-12-2018 02:37,6,14-12-2018 23:48,5,4,4,1
LM_4848,12-12-2018 16:04,1,10,34,13,10036,0,30,13-12-2018 01:04,7,12-12-2018 17:25,18,2,2,1
LM_4849,01-12-2018 11:46,1,16,25,13,10016,0,30,01-12-2018 20:46,4,01-12-2018 13:32,26,2,2,1
LM_4850,14-12-2018 22:25,1,2,27,13,10463,0,6,15-12-2018 07:25,2,15-12-2018 00:28,32,0,0,1
LM_4851,05-12-2018 00:15,1,14,22,13,11211,0,7,05-12-2018 09:15,8,05-12-2018 02:26,2,1,1,1
LM_4852,08-12-2018 23:01,1,2,27,13,11368,0,11,09-12-2018 08:01,8,09-12-2018 09:35,19,3,3,1
LM_4853,04-07-2018 01:49,1,10,2,13,,4,31,04-07-2018 10:49,12,,0,5,5,2
LM_4854,30-12-2018 11:12,1,10,3,13,10026,0,30,30-12-2018 20:12,6,30-12-2018 17:08,42,2,2,1
LM_4855,16-10-2018 22:55,1,10,10,13,,4,31,17-10-2018 07:55,12,,0,5,5,0
LM_4856,23-12-2018 10:12,1,10,2,13,11218,0,7,23-12-2018 19:12,2,23-12-2018 13:17,49,1,1,1
LM_4857,29-12-2018 11:10,1,15,5,13,11233,2,7,29-12-2018 20:10,10,29-12-2018 20:16,12,1,1,1
LM_4858,25-12-2018 17:29,1,14,23,13,11212,2,7,26-12-2018 02:29,4,25-12-2018 22:04,57,1,1,1
LM_4859,02-12-2018 22:25,1,14,23,13,11211,0,7,03-12-2018 07:25,8,03-12-2018 01:20,2,1,1,1
LM_4860,18-12-2018 02:45,1,11,22,0,10306,0,45,18-12-2018 11:45,7,18-12-2018 04:19,10,4,4,1
LM_4861,16-12-2018 14:37,1,3,41,13,11370,0,12,16-12-2018 23:37,4,16-12-2018 20:24,14,3,3,1
LM_4862,01-12-2018 12:56,1,2,27,13,,4,31,01-12-2018 21:56,4,01-12-2018 19:48,0,5,5,1
LM_4863,01-12-2018 00:17,1,2,27,13,11220,0,7,01-12-2018 09:17,7,01-12-2018 05:12,49,1,1,1
LM_4864,29-12-2018 01:38,1,2,27,13,11377,0,49,29-12-2018 10:38,2,29-12-2018 06:28,9,3,3,1
LM_4865,13-12-2018 11:54,1,2,27,13,11208,0,7,13-12-2018 20:54,4,13-12-2018 15:15,21,1,1,1
LM_4866,21-12-2018 16:04,1,11,1,12,10032,0,30,22-12-2018 01:04,8,21-12-2018 22:17,38,2,2,1
LM_4867,05-12-2018 16:21,1,2,27,13,10305,0,45,06-12-2018 01:21,4,05-12-2018 17:46,5,4,4,1
LM_4868,01-12-2018 00:22,1,2,27,13,11236,0,7,01-12-2018 09:22,6,01-12-2018 03:34,59,1,1,1
LM_4869,19-12-2018 12:24,1,10,10,13,10465,0,6,19-12-2018 21:24,6,19-12-2018 14:13,40,0,0,1
LM_4870,19-09-2018 22:06,1,10,34,13,,4,31,20-09-2018 07:06,12,,0,5,5,2
LM_4871,04-12-2018 12:05,1,10,2,13,11428,0,35,04-12-2018 21:05,2,04-12-2018 13:33,53,3,3,1
LM_4872,21-12-2018 01:38,1,14,23,13,11378,0,27,21-12-2018 10:38,7,21-12-2018 02:56,23,3,3,1
LM_4873,28-12-2018 19:00,1,2,27,13,11214,0,7,29-12-2018 04:00,4,28-12-2018 23:10,45,1,1,1
LM_4874,20-12-2018 21:55,1,18,36,13,11228,2,7,21-12-2018 06:55,8,21-12-2018 00:26,41,1,1,1
LM_4875,14-12-2018 00:36,1,2,27,13,11237,0,7,14-12-2018 09:36,2,14-12-2018 05:10,17,1,1,1
LM_4876,09-09-2018 10:00,1,10,34,13,,4,31,09-09-2018 19:00,12,,0,5,5,2
LM_4877,09-12-2018 08:39,1,2,31,13,11105,0,1,09-12-2018 17:39,4,09-12-2018 18:41,4,3,3,1
